_mileage,_mpg,_price,_year,brand_audi,brand_bmw,brand_ford,brand_hyundi,brand_merc,brand_skoda,brand_toyota,engineSize,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,transmission_Automatic,transmission_Manual,transmission_Other,transmission_Semi-Auto
4009,29.7,55292,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
2242,32.8,55290,2020,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
3029,32.8,55199,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
377,31.4,55199,2019,0,0,0,0,1,0,0,4.7,0,0,0,0,1,0,0,0,1
4330,41.5,55156,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
2233,24.8,55000,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
8546,41.5,55000,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
2455,34.9,55000,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
7750,33.2,55000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
18682,31.0,54999,2017,0,0,0,0,1,0,0,4.0,0,0,0,0,1,0,0,0,1
2900,32.8,54999,2020,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
500,24.8,54999,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
2255,52.3,54999,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
2075,52.3,54999,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
369,52.3,54999,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
3600,32.8,54999,2020,0,0,0,0,1,0,0,2.9,1,0,0,0,0,0,0,0,1
1500,37.7,54998,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
8546,29.4,54998,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,0,0,0,1
1499,29.7,54995,2020,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
11000,36.7,54995,2018,0,0,1,0,0,0,0,2.3,0,0,0,0,1,0,1,0,0
6700,32.8,54995,2020,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
3500,33.2,54995,2020,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,1
2000,30.1,54995,2020,1,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,0,1
102,37.7,54995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3455,34.9,54995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
1364,33.2,54995,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
15500,29.4,54995,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,1,0,0,0
4490,24.8,54995,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
1501,42.2,54995,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3715,52.3,54994,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
1000,30.1,54991,2019,0,0,0,0,0,0,1,2.8,1,0,0,0,0,0,0,0,1
1644,32.8,54991,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
15,37.7,54991,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
8966,33.6,54991,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
9300,32.5,54990,2018,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
2137,5.5,54990,2020,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1
34564,44.8,54990,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
19940,39.2,54990,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
7153,33.6,54990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
4474,29.7,54990,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
350,27.4,54990,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
3437,30.1,54990,2019,1,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,0,1
7800,29.7,54990,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,0,0,0,1
10,39.2,54990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
39300,29.4,54990,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,1,0,0,0
18717,34.0,54990,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
3016,32.8,54990,2020,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
1501,41.5,54990,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
1600,28.5,54990,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
20000,39.2,54990,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
9155,27.2,54980,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
9,33.2,54980,2019,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,1
1525,24.8,54980,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
6700,33.2,54979,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
1075,26.4,54975,2020,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
2086,33.2,54950,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
13896,32.1,54950,2018,1,0,0,0,0,0,0,2.9,0,0,0,0,1,0,0,0,1
9150,32.1,54950,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
9503,32.5,54950,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
1600,33.2,54950,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
27258,39.2,54950,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
12195,33.2,54950,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
23924,22.8,54945,2015,1,0,0,0,0,0,0,4.2,0,0,0,0,1,1,0,0,0
10,37.7,54900,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10,30.1,54900,2019,1,0,0,0,0,0,0,2.5,0,0,0,0,1,1,0,0,0
3600,33.2,54900,2020,0,0,0,0,1,0,0,2.0,0,0,0,0,1,1,0,0,0
5000,29.5,54900,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
695,52.3,54899,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
6740,32.5,54890,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
10516,32.5,54885,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
9771,29.7,54883,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
10800,22.4,54850,2013,1,0,0,0,0,0,0,4.2,0,0,0,0,1,0,0,0,1
450,60.1,54845,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6655,29.4,54790,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
7536,24.8,54783,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
18673,33.6,54750,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
5961,52.3,54599,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
1145,32.1,54599,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
1604,24.8,54595,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
10,36.7,54561,2020,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
8143,37.7,54550,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
4000,30.1,54550,2020,0,0,0,0,0,0,1,2.8,1,0,0,0,0,1,0,0,0
7764,27.4,54524,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
1000,33.6,54500,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
2870,32.8,54500,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
10000,29.7,54500,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
6279,32.8,54498,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
4000,33.2,54495,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
39300,29.4,54490,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,0,0,0,1
20000,39.2,54490,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
10500,32.1,54490,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
2498,52.3,54399,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
2384,52.3,54399,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
2556,27.4,54282,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
5000,30.1,54000,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
5648,31.7,54000,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
4000,32.5,54000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
2209,24.8,54000,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
1000,33.6,54000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
250,29.1,54000,2020,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
21100,39.2,53999,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
8725,33.6,53999,2018,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
3835,52.3,53999,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
9015,30.1,53999,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
1000,32.8,53998,2020,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
3824,34.0,53995,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
9,32.8,53995,2020,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
3500,42.2,53995,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3452,34.0,53995,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
2000,5.5,53995,2020,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1
8011,29.7,53991,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
5000,36.7,53990,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
7000,33.2,53990,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
30921,29.4,53990,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,0,0,0,1
2000,30.1,53990,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
51,30.1,53990,2019,1,0,0,0,0,0,0,2.5,0,0,0,0,1,1,0,0,0
2225,28.5,53990,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
8224,33.2,53990,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
30427,39.2,53990,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
4433,34.5,53990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
5214,32.5,53990,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
16753,39.2,53990,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
4394,34.5,53990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
6000,34.5,53990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6825,37.7,53990,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
5480,34.5,53990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3961,24.8,53990,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
6000,23.9,53989,2017,0,0,0,0,1,0,0,5.5,0,0,0,0,1,0,0,0,1
5000,37.7,53988,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5000,34.9,53988,2020,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
5000,34.0,53988,2020,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
9432,33.6,53981,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
2395,33.2,53980,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
11,32.8,53980,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,0,0,0,1
3512,24.8,53950,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
26520,39.2,53950,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
19500,39.2,53950,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
8652,41.5,53950,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
6243,32.5,53945,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6238,37.7,53939,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
123,37.7,53910,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5876,32.5,53900,2018,1,0,0,0,0,0,0,2.9,0,0,0,0,1,0,0,0,1
4000,33.2,53900,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
17315,32.1,53900,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6520,24.8,53898,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
12603,32.1,53870,2018,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
15426,32.1,53850,2018,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
16,37.7,53850,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
4792,37.7,53795,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3182,33.2,53792,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
1932,35.8,53750,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5444,27.4,53750,2018,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
6925,32.5,53750,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
4870,52.3,53699,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
1000,29.1,53669,2020,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
117,40.9,53630,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3000,37.2,53581,2019,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
4000,30.7,53500,2020,1,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,0,1
6601,33.6,53500,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
1378,32.8,53499,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
8702,33.6,53491,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
6000,33.2,53490,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
1000,30.4,53490,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
15328,39.2,53450,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
347,33.6,53260,2020,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
2504,32.8,53199,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
2504,32.8,53199,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,0,0,0,1
123,37.7,53150,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5588,32.1,53122,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
3639,31.7,53010,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
6555,42.2,53000,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
2001,40.9,53000,2018,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
1000,37.7,53000,2019,1,0,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
12336,32.1,53000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
9002,33.6,53000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
45239,23.0,53000,2017,0,0,0,0,1,0,0,5.5,0,0,0,0,1,1,0,0,0
3000,41.5,53000,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
270,36.7,52999,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
23000,23.9,52999,2017,0,0,0,0,1,0,0,5.5,0,0,0,0,1,0,0,0,1
5000,42.2,52999,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6297,27.2,52999,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
1000,36.2,52999,2020,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
16837,39.2,52995,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,1
8000,33.2,52995,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5853,37.7,52995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
682,29.4,52995,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
6326,37.7,52995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10100,33.6,52995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3455,34.9,52995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
5256,27.2,52995,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
6997,37.7,52995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
34400,25.2,52995,2015,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
1100,40.4,52995,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
8503,33.6,52995,2019,1,0,0,0,0,0,0,2.9,1,0,0,0,0,0,0,0,1
4360,5.5,52991,2020,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1
10,37.7,52990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
27195,39.2,52990,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
4000,31.7,52990,2020,0,0,0,0,1,0,0,2.0,0,0,0,0,1,1,0,0,0
6000,34.5,52990,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
5000,33.2,52990,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
15887,39.2,52990,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
10,37.7,52990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
4884,41.5,52990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6332,47.1,52990,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
21681,28.0,52990,2016,0,0,0,0,1,0,0,5.5,0,0,0,0,1,0,0,0,1
5899,37.7,52990,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
1244,30.1,52990,2020,0,0,0,0,0,0,1,2.8,1,0,0,0,0,1,0,0,0
5000,34.5,52990,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
3200,34.9,52990,2020,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10,37.7,52990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3086,34.9,52990,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10,34.0,52988,2020,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
6423,33.2,52985,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
5000,30.7,52950,2019,1,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,0,1
27000,29.4,52950,2016,1,0,0,0,0,0,0,4.0,0,0,0,0,1,1,0,0,0
4750,32.8,52950,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
4320,52.3,52950,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
22000,22.1,52950,2017,0,1,0,0,0,0,0,6.6,0,0,0,0,1,1,0,0,0
3309,27.2,52950,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
101,5.5,52910,2020,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1
1786,32.8,52900,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
2919,41.5,52900,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
250,36.2,52900,2020,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
12000,39.2,52888,2017,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
13,37.7,52875,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10,37.7,52875,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6470,33.6,52850,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
178,39.2,52850,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
3317,36.7,52800,2019,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
3925,32.8,52799,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
1000,36.7,52799,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
1000,32.8,52779,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
7218,32.1,52732,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
7502,32.1,52713,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
2343,32.8,52700,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
706,44.1,52700,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
9244,32.5,52600,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
2501,26.4,52555,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
9000,42.2,52500,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
5597,37.7,52500,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6283,27.2,52500,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
3866,32.8,52500,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
12139,52.3,52500,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,1,0,0,0
2000,50.4,52500,2020,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
1968,33.2,52496,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
17580,134.5,52495,2017,0,1,0,0,0,0,0,1.5,0,0,1,0,0,1,0,0,0
24439,39.2,52495,2018,1,0,0,0,0,0,0,4.0,1,0,0,0,0,1,0,0,0
6880,32.8,52495,2019,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
12000,32.1,52495,2018,1,0,0,0,0,0,0,2.9,0,0,0,0,1,0,0,0,1
7443,27.2,52490,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
3200,44.1,52490,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
101,37.7,52450,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
4741,33.2,52450,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
23249,32.1,52422,2018,1,0,0,0,0,0,0,2.9,0,0,0,0,1,0,0,0,1
4158,27.2,52350,2019,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
3104,30.1,52291,2020,0,0,0,0,0,0,1,2.8,1,0,0,0,0,0,0,0,1
10005,35.8,52146,2019,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
4000,37.7,52004,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
1000,33.2,52000,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
6500,37.7,52000,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
4130,31.7,52000,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
3196,32.8,52000,2019,0,0,0,0,1,0,0,2.9,1,0,0,0,0,0,0,0,1
5072,34.5,52000,2019,0,0,0,0,1,0,0,4.0,0,0,0,0,1,1,0,0,0
11875,45.6,52000,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
1000,40.9,52000,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
3000,35.8,52000,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
47501,29.4,52000,2017,1,0,0,0,0,0,0,4.0,0,0,0,0,1,0,0,0,1
15633,25.4,51999,2018,0,1,0,0,0,0,0,4.4,0,0,0,0,1,0,0,0,1
6000,33.2,51995,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
250,34.5,51995,2019,0,0,0,0,0,0,1,3.0,0,0,0,0,1,0,0,0,1
500,38.7,51995,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
1902,34.5,51995,2019,0,0,0,0,0,0,1,3.0,0,0,0,0,1,0,0,0,1
3000,33.2,51995,2020,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
11,37.7,51995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
3500,36.7,51995,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
9749,32.1,51995,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,1
4153,34.5,51995,2019,0,0,0,0,0,0,1,3.0,0,0,0,0,1,0,0,0,1
11,37.7,51995,2019,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
11484,29.4,51995,2015,1,0,0,0,0,0,0,4.0,0,0,0,0,1,0,0,0,1
9089,33.6,51991,2019,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
10842,40.9,51991,2018,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
8341,29.5,51991,2019,0,0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,0,0
10,30.4,51990,2019,1,0,0,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0
