_mileage,_mpg,_price,_year,brand_audi,brand_bmw,brand_ford,brand_hyundi,brand_merc,brand_skoda,brand_toyota,engineSize,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,transmission_Automatic,transmission_Manual,transmission_Other,transmission_Semi-Auto
6604,53.3,21299,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
20852,72.4,21299,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
32335,67.3,21299,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
1759,65.7,21299,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,1,0,0,0
5628,60.1,21299,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
21787,65.7,21299,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
12021,65.7,21299,2016,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
23429,61.4,21299,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
33610,54.3,21299,2017,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
10,53.3,21298,2019,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,1
22761,54.3,21298,2015,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
40120,47.9,21298,2016,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
25533,48.7,21298,2017,0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
4671,57.6,21298,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
15048,51.4,21298,2015,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
25757,49.6,21298,2015,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
6597,62.8,21295,2019,0,0,0,0,0,1,0,1.6,1,0,0,0,0,1,0,0,0
64995,56.5,21295,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
3214,42.2,21295,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
36135,65.7,21295,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
14064,34.0,21295,2019,0,0,0,0,0,1,0,1.5,0,0,0,0,1,1,0,0,0
16774,62.8,21295,2017,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
13389,45.6,21295,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
11113,47.9,21294,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,0,0,1
10871,56.5,21292,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
10398,41.5,21291,2017,0,0,0,0,1,0,0,2.0,0,0,0,0,1,1,0,0,0
29666,65.7,21291,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
13361,67.3,21291,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,0,0,0,1
15830,56.5,21291,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
15977,74.3,21290,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
10651,45.6,21290,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,1,0,0,0
21165,52.3,21290,2017,0,0,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,1
12046,67.3,21290,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,1,0,0,0
42000,44.8,21290,2017,0,0,0,0,0,1,0,1.4,0,0,0,0,1,1,0,0,0
8783,53.3,21290,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
14640,61.4,21290,2019,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
11932,34.0,21290,2019,0,0,0,0,0,1,0,1.5,0,0,0,0,1,1,0,0,0
4502,39.2,21290,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
34123,54.3,21290,2017,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
34029,61.4,21290,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
3475,45.6,21290,2018,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
26653,53.3,21290,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
13346,37.7,21290,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
38736,57.7,21290,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
4234,31.7,21290,2019,0,0,0,1,0,0,0,2.5,1,0,0,0,0,0,1,0,0
6238,51.4,21288,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
4538,51.4,21288,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
723,49.6,21286,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
10,51.4,21285,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
3497,62.8,21285,2019,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,1
11923,53.3,21282,2018,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
5102,39.2,21280,2019,0,0,0,0,0,0,1,1.2,0,0,0,0,1,0,1,0,0
16635,50.4,21280,2016,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
9052,52.3,21276,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,0,0,1
14714,51.4,21275,2017,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
9792,38.7,21274,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,1
27361,55.4,21271,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
4868,49.6,21262,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
12476,40.9,21260,2017,0,0,0,0,0,1,0,1.4,0,0,0,0,1,0,1,0,0
5432,47.9,21251,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
30320,57.7,21250,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
13545,45.6,21250,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
65094,56.5,21250,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
16250,57.7,21250,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
17962,44.8,21250,2017,0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
17961,44.8,21250,2017,0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
3491,49.6,21250,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,0,1,0,0
4191,49.6,21250,2019,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,1,0,0
18501,57.6,21250,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
14238,65.7,21250,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
5000,37.7,21250,2019,0,0,0,1,0,0,0,1.6,0,0,0,0,1,0,0,0,1
8673,47.1,21250,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,1,0,0
2918,62.8,21250,2019,0,0,0,0,0,1,0,1.6,1,0,0,0,0,1,0,0,0
10440,62.8,21250,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
13186,148.7,21250,2019,0,1,0,0,0,0,0,1.5,0,0,1,0,0,1,0,0,0
27427,67.3,21250,2018,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
7125,85.6,21250,2019,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
14935,52.3,21250,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,0,0,0,1
8662,56.5,21250,2018,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
78902,50.4,21250,2015,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
10206,47.9,21250,2019,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
5132,47.1,21250,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,1,0,0
4878,53.3,21250,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
23407,70.6,21250,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
3844,50.4,21250,2019,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
24212,74.3,21250,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
10353,85.6,21249,2019,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
46068,56.5,21245,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
20122,74.3,21245,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
18283,51.4,21242,2015,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
19411,43.5,21241,2016,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
14461,56.5,21240,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
24463,52.3,21237,2017,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
17386,74.3,21234,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
16219,64.2,21232,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
3771,51.4,21229,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
22037,31.7,21228,2018,0,0,1,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
10472,44.1,21226,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
9000,39.2,21222,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
3938,36.7,21221,2019,0,0,0,0,0,1,0,1.5,0,0,0,0,1,0,0,0,1
32228,58.9,21220,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
19494,48.7,21220,2019,0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
11685,65.7,21216,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
51500,45.6,21212,2013,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
26182,37.2,21211,2016,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
16753,28.5,21210,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,1,0,0
9148,50.4,21205,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,1
13590,64.2,21200,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
10,50.4,21200,2019,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
10931,40.4,21200,2016,1,0,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
6341,44.8,21200,2016,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
7858,38.7,21200,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
16781,47.9,21200,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,0,0,0,1
26531,47.9,21200,2018,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
2672,42.2,21200,2018,1,0,0,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
5596,35.3,21200,2019,0,0,1,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
10815,60.1,21199,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
25245,67.3,21199,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
29128,67.3,21199,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
4784,53.3,21199,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
6101,41.5,21199,2018,0,0,1,0,0,0,0,2.0,0,0,0,0,1,0,1,0,0
13137,56.5,21199,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
9869,53.3,21199,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
10088,48.7,21197,2017,0,0,1,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
32000,61.4,21195,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
24281,55.4,21192,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
14044,61.4,21190,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
14846,45.6,21190,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,1,0,0,0
14703,67.3,21190,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,0,0,0,1
20000,67.3,21190,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
10264,60.1,21189,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
29200,65.7,21182,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
18405,56.5,21182,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
10827,56.5,21182,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
17200,47.9,21180,2017,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
123,65.7,21176,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
123,65.7,21176,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
5999,49.6,21172,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
27965,74.3,21171,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
8161,65.7,21170,2017,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
19041,55.4,21167,2017,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
20508,39.8,21162,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
5426,49.6,21162,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
13800,61.4,21160,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
15815,67.3,21156,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
17059,134.5,21150,2017,0,1,0,0,0,0,0,2.0,0,0,1,0,0,1,0,0,0
34132,62.8,21150,2017,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
9508,53.3,21150,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,1,0,0,0
23032,72.4,21149,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
29627,49.6,21149,2015,0,1,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
29146,65.7,21149,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
6776,47.9,21145,2019,0,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
26928,67.3,21142,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
27150,39.8,21140,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
46080,65.7,21133,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
28023,61.4,21124,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
13573,47.9,21122,2017,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,1
5001,54.3,21119,2019,0,0,0,0,0,1,0,2.0,1,0,0,0,0,1,0,0,0
6742,65.7,21116,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
31538,67.3,21115,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
18803,41.5,21115,2019,1,0,0,0,0,0,0,1.5,0,0,0,0,1,1,0,0,0
26516,56.5,21112,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
24900,61.4,21111,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
31901,53.3,21111,2016,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
36741,41.5,21104,2016,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
40860,47.1,21100,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
21524,56.5,21100,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
32771,70.6,21100,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
11360,39.8,21100,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
9272,67.3,21099,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
5475,53.3,21099,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
9272,67.3,21099,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
3854,65.7,21099,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,0,0,0,1
5475,53.3,21099,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
3670,65.7,21099,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,0,0,0,1
20000,56.6,21099,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
2477,65.7,21099,2019,0,0,0,0,1,0,0,1.5,1,0,0,0,0,1,0,0,0
4535,46.3,21099,2019,0,0,0,0,1,0,0,1.5,0,0,0,0,1,0,0,0,1
11706,53.3,21099,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,0,0,0,1
38488,65.7,21099,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,1
7947,47.1,21097,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
8992,57.6,21095,2017,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
18607,56.5,21085,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
18126,74.3,21081,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
19447,65.7,21064,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
24927,51.4,21064,2016,0,0,0,0,1,0,0,3.0,1,0,0,0,0,1,0,0,0
21143,56.5,21062,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
27210,47.9,21060,2017,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
29000,49.6,21060,2017,0,0,0,0,0,1,0,2.0,1,0,0,0,0,1,0,0,0
9221,74.3,21052,2017,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
18099,57.6,21050,2017,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
15230,56.5,21042,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
3166,47.9,21035,2019,0,0,0,0,1,0,0,1.3,0,0,0,0,1,1,0,0,0
2933,49.6,21032,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
33384,67.3,21032,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
1782,49.6,21032,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
1342,47.9,21030,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,1,0,0,0
7738,49.6,21030,2019,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
57500,57.6,21018,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
36367,39.8,21012,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
18955,61.4,21011,2017,0,0,0,0,1,0,0,2.1,1,0,0,0,0,0,0,0,1
21274,40.4,21010,2019,1,0,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
5727,49.6,21005,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
10671,31.0,21000,2019,0,0,1,0,0,0,0,1.5,0,0,0,0,1,1,0,0,0
10879,42.2,21000,2019,0,0,0,0,0,1,0,1.5,0,0,0,0,1,0,1,0,0
7390,44.8,21000,2016,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
7,65.7,21000,2020,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
7515,62.8,21000,2019,0,0,0,0,0,1,0,1.6,1,0,0,0,0,1,0,0,0
9193,55.4,21000,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
37958,35.8,21000,2016,1,0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
10,40.3,21000,2020,0,0,1,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
11,46.3,21000,2020,0,0,0,0,0,1,0,1.5,0,0,0,0,1,0,1,0,0
3302,47.1,21000,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
6481,37.7,21000,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
22000,57.7,21000,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
150,50.4,21000,2019,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
30418,47.9,21000,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,0,0,0,1
22500,48.7,21000,2018,1,0,0,0,0,0,0,1.4,0,0,0,0,1,0,1,0,0
50,52.3,21000,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
32442,49.6,21000,2016,0,0,0,0,1,0,0,2.0,0,0,0,0,1,1,0,0,0
5000,47.9,21000,2020,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
16461,56.5,21000,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
8897,29.1,21000,2019,0,0,1,0,0,0,0,1.5,0,0,0,0,1,1,0,0,0
1173,50.4,21000,2020,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
15865,48.7,21000,2018,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
14690,47.1,21000,2019,0,0,0,1,0,0,0,1.6,1,0,0,0,0,1,0,0,0
17932,64.2,21000,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
7700,57.6,21000,2017,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
12800,52.3,21000,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
5210,47.1,21000,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0
4500,47.9,21000,2020,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
13553,44.8,21000,2016,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
2380,40.9,21000,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,1
300,50.4,21000,2019,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
29911,58.9,21000,2018,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
4500,47.9,21000,2020,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
25000,134.5,21000,2017,0,0,0,0,1,0,0,2.0,0,0,1,0,0,1,0,0,0
15871,64.2,21000,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
1000,50.4,21000,2020,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
21547,60.1,21000,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
29484,39.8,21000,2017,0,1,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0,1
14000,57.6,21000,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
4849,47.1,21000,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0
25000,47.9,21000,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,1,0,0,0
11408,85.6,21000,2019,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
27999,57.6,21000,2017,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
33195,55.4,21000,2016,0,0,0,0,0,0,1,2.5,0,0,1,0,0,1,0,0,0
24435,47.9,21000,2016,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
3637,39.2,21000,2019,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
52,60.1,21000,2020,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
5000,40.9,21000,2019,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
27425,40.4,21000,2016,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
17,65.7,21000,2020,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0
20200,55.4,21000,2017,1,0,0,0,0,0,0,1.4,0,0,0,0,1,1,0,0,0
19967,134.5,21000,2017,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1
4775,49.6,21000,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
8523,45.6,21000,2018,0,0,0,1,0,0,0,1.6,1,0,0,0,0,0,1,0,0
21883,37.2,21000,2015,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
21877,51.4,21000,2017,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
25144,42.8,21000,2017,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
32352,53.3,21000,2015,0,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
3999,47.9,21000,2020,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
3000,52.3,21000,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
21500,54.3,21000,2016,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
30892,65.7,21000,2017,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
22964,60.1,21000,2018,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,1
28870,53.3,21000,2017,1,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,1
52000,45.6,21000,2013,0,1,0,0,0,0,0,3.0,1,0,0,0,0,1,0,0,0
3078,39.8,21000,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
4500,51.4,21000,2019,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,1,0,0
6277,29.1,21000,2019,0,0,1,0,0,0,0,1.5,0,0,0,0,1,1,0,0,0
14906,74.3,21000,2018,0,0,0,0,0,0,1,1.8,0,0,1,0,0,1,0,0,0
17006,38.2,21000,2015,0,1,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0
4000,40.9,21000,2019,1,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1
51093,56.5,21000,2016,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
39381,65.7,21000,2018,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0
20789,50.4,21000,2019,0,1,0,0,0,0,0,2.0,0,0,0,0,1,1,0,0,0
20073,61.4,21000,2017,1,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,0,0
4288,47.1,21000,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0
17125,47.1,21000,2019,1,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0
1251,42.8,21000,2019,0,1,0,0,0,0,0,1.5,0,0,0,0,1,0,1,0,0
48445,56.5,21000,2015,0,0,0,0,1,0,0,2.1,1,0,0,0,0,1,0,0,0
